名称,発生場所,発生年月日,当事者種別,事故内容,所轄警察署,事故類型,地点経度,地点緯度
全事故,東伯郡三朝町山田,2013/09/24,普通乗用×物件等,軽傷事故,倉吉署,車両単独,133.87648330000,35.41233889000
死亡事故,倉吉市清谷町二丁目,2013/09/07,軽乗用×物件等,死亡事故,倉吉署,車両単独,133.84819440000,35.47569722000
死亡事故,西伯郡伯耆町小林,2013/10/29,普通乗用×相手なし,死亡事故,黒坂署,車両単独,133.48095560000,35.37976944000
自転車事故,米子市西福原三丁目,2013/07/25,普通乗用×自転車,車両相互,米子署,重傷事故,133.34398890000,35.44109722000
自転車事故,鳥取市寿町,2013/07/26,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.22281390000,35.50367500000
自転車事故,米子市上福原三丁目,2013/07/30,自転車×軽乗用,車両相互,米子署,重傷事故,133.35530830000,35.44582222000
自転車事故,鳥取市末広温泉町,2013/08/04,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.22935000000,35.49549444000
自転車事故,鳥取市中町,2013/08/16,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.23935280000,35.49755278000
自転車事故,鳥取市長谷,2013/08/17,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.20316110000,35.43632778000
自転車事故,米子市両三柳,2013/08/21,普通乗用×自転車,車両相互,米子署,重傷事故,133.32491390000,35.44600278000
自転車事故,米子市富益町,2013/08/26,普通乗用×自転車,車両相互,米子署,軽傷事故,133.29506110000,35.47596389000
自転車事故,米子市久米町,2013/08/27,普通乗用×自転車,車両相互,米子署,軽傷事故,133.33002500000,35.42606111000
自転車事故,米子市博労町三丁目,2013/08/27,普通乗用×自転車,車両相互,米子署,軽傷事故,133.33723000000,35.43583667000
自転車事故,米子市奥谷,2013/09/06,軽乗用×自転車,車両相互,米子署,軽傷事故,133.34683330000,35.40736667000
自転車事故,米子市錦町三丁目,2013/09/08,普通乗用×自転車,車両相互,米子署,軽傷事故,133.32612030000,35.43944611000
自転車事故,鳥取市杉崎,2013/09/13,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.24800830000,35.46574167000
自転車事故,東伯郡湯梨浜町大字久留,2013/09/15,軽乗用×自転車,車両相互,倉吉署,重傷事故,133.86529720000,35.48906111000
自転車事故,米子市米原九丁目,2013/09/16,普通乗用×自転車,車両相互,米子署,軽傷事故,133.32894440000,35.44619722000
自転車事故,鳥取市尚徳町,2013/09/19,軽乗用×自転車,車両相互,鳥取署,軽傷事故,134.23870280000,35.50113889000
自転車事故,境港市渡町,2013/09/20,軽二輪×自転車,車両相互,境港署,軽傷事故,133.21923060000,35.52323889000
自転車事故,米子市両三柳,2013/09/24,普通乗用×自転車,車両相互,米子署,軽傷事故,133.31590000000,35.46316944000
自転車事故,鳥取市立川町５丁目,2013/10/01,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.24669170000,35.48578889000
自転車事故,米子市淀江町佐陀,2013/10/04,対象外×自転車,車両相互,米子署,軽傷事故,133.39703890000,35.45101389000
自転車事故,境港市竹内団地,2013/10/04,普通乗用×自転車,車両相互,境港署,重傷事故,133.25056940000,35.51694444000
自転車事故,西伯郡大山町田中,2013/10/05,軽乗用貨物×自転車,車両相互,八橋署,重傷事故,133.58530220000,35.52445944000
自転車事故,米子市夜見町,2013/10/05,普通乗用×自転車,車両相互,米子署,重傷事故,133.29920280000,35.46935556000
自転車事故,境港市竹内町,2013/10/05,普通乗用×自転車,車両相互,境港署,軽傷事故,133.23902780000,35.51744167000
自転車事故,八頭郡八頭町郡家,2013/10/07,普通乗用×自転車,車両相互,郡家署,重傷事故,134.24835830000,35.41214722000
自転車事故,米子市蚊屋,2013/10/07,軽乗用×自転車,車両相互,米子署,軽傷事故,133.38420830000,35.42831944000
自転車事故,境港市渡町,2013/10/10,軽乗用貨物×自転車,車両相互,境港署,軽傷事故,133.21390000000,35.52092500000
自転車事故,米子市角盤町二丁目,2013/10/11,普通乗用×自転車,車両相互,米子署,軽傷事故,133.33251110000,35.43414444000
自転車事故,米子市西福原七丁目,2013/10/13,普通乗用×自転車,車両相互,米子署,軽傷事故,133.34550000000,35.45405556000
自転車事故,米子市夜見町,2013/10/15,軽乗用×自転車,車両相互,米子署,軽傷事故,133.30113470000,35.46113250000
自転車事故,米子市西福原六丁目,2013/10/17,軽乗用貨物×自転車,車両相互,米子署,重傷事故,133.33854720000,35.45011944000
自転車事故,米子市角盤町四丁目,2013/10/18,軽乗用×自転車,車両相互,米子署,軽傷事故,133.32833690000,35.43750278000
歩行者事故,倉吉市駄経寺町,2013/02/16,普通乗用×歩行者,人対車両,倉吉署,軽傷事故,133.83466670000,35.43116944000
歩行者事故,境港市末広町,2013/03/28,普通乗用×歩行者,人対車両,境港署,軽傷事故,133.23275000000,35.54393333000
歩行者事故,倉吉市福吉町２丁目,2013/06/20,軽乗用×歩行者,人対車両,倉吉署,重傷事故,133.81260000000,35.43303611000
歩行者事故,鳥取市気高町八束水,2013/06/30,普通乗用×歩行者,人対車両,浜村署,重傷事故,134.01761110000,35.52120833000
歩行者事故,鳥取市湖山町西１丁目,2013/07/01,軽乗用貨物×歩行者,人対車両,鳥取署,重傷事故,134.16389390000,35.52472389000
歩行者事故,米子市西福原九丁目,2013/07/07,軽乗用貨物×歩行者,人対車両,米子署,重傷事故,133.33829440000,35.45601389000
歩行者事故,鳥取市国府町高岡,2013/07/31,軽乗用×歩行者,人対車両,鳥取署,重傷事故,134.29573890000,35.47140000000
歩行者事故,倉吉市下田中町,2013/08/20,普通乗用×歩行者,人対車両,倉吉署,軽傷事故,133.84417360000,35.42805611000
歩行者事故,鳥取市末広温泉町,2013/08/26,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.22825560000,35.49581667000
歩行者事故,鳥取市富安１丁目,2013/08/29,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.22294720000,35.49159722000
歩行者事故,倉吉市西倉吉町,2013/08/31,普通乗用×歩行者,人対車両,倉吉署,軽傷事故,133.80106390000,35.43248889000
歩行者事故,日野郡日野町本郷,2013/08/31,普通乗用×歩行者,人対車両,黒坂署,重傷事故,133.42258330000,35.23704167000
歩行者事故,米子市西町,2013/09/07,歩行者×普通乗用,人対車両,米子署,重傷事故,133.32700000000,35.42890556000
歩行者事故,西伯郡南部町落合,2013/09/09,軽乗用×歩行者,人対車両,米子署,重傷事故,133.32958610000,35.33627222000
歩行者事故,鳥取市古海,2013/09/10,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.20414440000,35.49579167000
歩行者事故,鳥取市末広温泉町,2013/09/10,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.22918940000,35.49529639000
歩行者事故,鳥取市湖山町南２丁目,2013/09/11,軽乗用×歩行者,人対車両,鳥取署,軽傷事故,134.18345560000,35.51290278000
歩行者事故,鳥取市河原町徳吉,2013/09/15,軽乗用×歩行者,人対車両,智頭署,重傷事故,134.20472580000,35.39919139000
歩行者事故,鳥取市湖山町北４丁目,2013/09/19,普通乗用×歩行者,人対車両,鳥取署,軽傷事故,134.18009440000,35.52580000000
歩行者事故,鳥取市千代水１丁目,2013/09/19,軽乗用×歩行者,人対車両,鳥取署,重傷事故,134.20246940000,35.51920278000
歩行者事故,米子市西福原九丁目,2013/09/21,普通乗用×歩行者,人対車両,米子署,軽傷事故,133.33730000000,35.45229167000
歩行者事故,米子市道笑町一丁目,2013/09/25,軽乗用×歩行者,人対車両,米子署,軽傷事故,133.33474030000,35.42669222000
歩行者事故,米子市陰田町,2013/09/26,普通乗用×歩行者,人対車両,米子署,軽傷事故,133.32419030000,35.41416944000
歩行者事故,米子市淀江町淀江,2013/10/01,軽乗用貨物×歩行者,人対車両,米子署,軽傷事故,133.43418610000,35.45598889000
歩行者事故,岩美郡岩美町大字大谷,2013/10/10,軽乗用×歩行者,人対車両,鳥取署,重傷事故,134.30958330000,35.56675278000
歩行者事故,米子市米原九丁目,2013/10/18,普通乗用×歩行者,人対車両,米子署,軽傷事故,133.32882780000,35.44890556000
歩行者事故,米子市上後藤一丁目,2013/10/24,普通乗用×歩行者,人対車両,米子署,軽傷事故,133.31930830000,35.44491111000
歩行者事故,倉吉市鍛冶町１丁目,2013/09/08,軽乗用×歩行者・他,人対車両,倉吉署,重傷事故,133.81576670000,35.42994167000
歩行者事故,鳥取市吉方温泉３丁目,2013/10/18,普通乗用×歩行者・他,人対車両,鳥取署,軽傷事故,134.23593890000,35.49207778000
全事故,西伯郡伯耆町添谷,2013/11/03,軽貨物×軽貨物,重傷事故,黒坂署,車両相互,133.47334722200,35.35065555550
全事故,西伯郡伯耆町大殿,2013/11/08,中型貨物×軽乗用,軽傷事故,黒坂署,車両相互,133.39755000000,35.38811111110
全事故,西伯郡伯耆町大殿,2013/11/16,軽乗用×軽貨物,軽傷事故,黒坂署,車両相互,133.39506666700,35.38949722220
全事故,西伯郡伯耆町大原,2013/11/08,軽乗用×補助自転車,軽傷事故,黒坂署,車両相互,133.45555833300,35.38380277780
全事故,境港市佐斐神町,2013/07/22,普通乗用×軽乗用,軽傷事故,境港署,車両相互,133.25919444400,35.50261944440
全事故,境港市佐斐神町,2013/11/15,普通乗用×普通乗用,軽傷事故,境港署,車両相互,133.25132500000,35.50248055550
全事故,境港市中野町,2013/11/15,軽貨物×自転車,軽傷事故,境港署,車両相互,133.22741111100,35.53130555560
全事故,境港市外江町,2013/11/09,軽貨物×軽二輪,軽傷事故,境港署,車両相互,133.21236111100,35.52490000000
全事故,境港市竹内団地,2013/11/04,軽乗用×軽乗用,軽傷事故,境港署,車両相互,133.25445555600,35.52799444440
全事故,境港市佐斐神町,2013/10/25,軽乗用×軽乗用×普通乗用,軽傷事故,境港署,車両相互,133.25692500000,35.50485833330
全事故,境港市上道町,2013/10/28,軽乗用×自転車,重傷事故,境港署,車両相互,133.23086833300,35.53993611110
全事故,境港市竹内町,2013/10/05,軽貨物×軽乗用,軽傷事故,境港署,車両相互,133.23223888900,35.52170833330
全事故,米子市大篠津町,2013/11/15,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.26601666700,35.49528888890
全事故,米子市皆生二丁目,2013/11/19,中型貨物×普通乗用,軽傷事故,米子署,車両相互,133.37070277800,35.44822777780
全事故,米子市三本松二丁目,2013/11/14,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.32216944400,35.44168611110
全事故,米子市両三柳,2013/11/02,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32386111100,35.44892500000
全事故,米子市米原八丁目,2013/11/24,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33515000000,35.44890555560
全事故,米子市熊党,2013/11/25,軽乗用×軽貨物,軽傷事故,米子署,車両相互,133.37582222200,35.42716111110
全事故,米子市尾高,2013/10/13,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.41146111100,35.42284444440
全事故,米子市彦名町,2013/11/12,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.29458333300,35.44523888890
全事故,米子市西福原二丁目,2013/11/12,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33828333300,35.44130277780
全事故,米子市旗ヶ崎四丁目,2013/11/18,軽貨物×普通貨物,軽傷事故,米子署,車両相互,133.31471388900,35.43952777780
全事故,米子市車尾三丁目,2013/11/11,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.35167500000,35.43306027780
全事故,米子市新開一丁目,2013/10/31,軽乗用×自転車,軽傷事故,米子署,車両相互,133.35126666700,35.45667500000
全事故,米子市夜見町,2013/10/11,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.29668611100,35.47502333330
全事故,西伯郡南部町阿賀,2013/11/11,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33103333300,35.36110833330
全事故,米子市諏訪,2013/10/31,軽乗用×自転車,軽傷事故,米子署,車両相互,133.38026666700,35.39733611110
全事故,米子市上福原二丁目,2013/11/07,普通乗用×軽貨物,軽傷事故,米子署,車両相互,133.36077777800,35.44290833330
全事故,米子市角盤町四丁目,2013/10/26,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.32536944400,35.43892777780
全事故,西伯郡日吉津村大字日吉津,2013/10/30,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.38686388900,35.44417777780
全事故,米子市博労町三丁目,2013/10/24,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33927777800,35.43439166670
全事故,米子市旗ヶ崎八丁目,2013/10/31,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.30652222200,35.44182777780
全事故,西伯郡大山町田中,2013/10/27,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.59836111100,35.52194166670
全事故,東伯郡琴浦町大字徳万,2013/11/19,軽乗用×軽二輪,重傷事故,八橋署,車両相互,133.69356666700,35.50382222220
全事故,西伯郡大山町下甲,2013/11/11,軽乗用×普通乗用,軽傷事故,八橋署,車両相互,133.57513888900,35.52349166670
全事故,西伯郡大山町豊成,2013/10/15,軽貨物×普通乗用,軽傷事故,八橋署,車両相互,133.53529555600,35.51335916670
全事故,倉吉市中河原,2013/09/16,軽乗用×軽貨物×歩行者,重傷事故,倉吉署,車両相互,133.79933055600,35.40793888890
全事故,東伯郡三朝町大字牧,2013/11/06,軽乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.85613611100,35.38604722220
全事故,東伯郡北栄町東園,2013/10/11,軽乗用×軽貨物,軽傷事故,倉吉署,車両相互,133.77798888900,35.48741111110
全事故,倉吉市山根,2013/09/18,軽乗用×自転車,重傷事故,倉吉署,車両相互,133.84638333300,35.44935833330
全事故,東伯郡湯梨浜町はわい長瀬,2013/09/23,中型貨物×中型貨物,軽傷事故,倉吉署,車両相互,133.86624722200,35.49604444440
全事故,倉吉市鴨河内,2013/11/11,軽乗用×物件等,死亡事故,倉吉署,車両単独,133.77656666700,35.38079166670
全事故,東伯郡北栄町西園,2013/10/28,普通貨物×普通乗用,軽傷事故,倉吉署,車両相互,133.76821388900,35.49896388890
全事故,東伯郡北栄町大谷,2013/10/28,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.73581388900,35.49575000000
全事故,倉吉市上井町１丁目,2013/10/03,軽乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.85714166700,35.45301111110
全事故,倉吉市上米積,2013/11/04,歩行者×軽乗用,死亡事故,倉吉署,人対車両,133.76066388900,35.42570833330
全事故,東伯郡湯梨浜町はわい長瀬,2013/10/30,普通乗用×歩行者,重傷事故,倉吉署,人対車両,133.85978055600,35.48715833330
全事故,鳥取市気高町八束水,2013/11/22,軽乗用×軽貨物,軽傷事故,浜村署,車両相互,134.01139250000,35.51222777780
全事故,鳥取市気高町奥沢見,2013/09/23,普通乗用×中型貨物,軽傷事故,浜村署,車両相互,134.09918722200,35.52169111110
全事故,鳥取市河原町布袋,2013/07/02,対象外×軽二輪,軽傷事故,智頭署,車両相互,134.20638944400,35.42279111110
全事故,八頭郡若桜町大字若桜,2013/11/06,軽貨物×歩行者,軽傷事故,郡家署,人対車両,134.39403611100,35.34657500000
全事故,鳥取市賀露町西３丁目,2013/11/29,普通乗用×中型乗用,軽傷事故,鳥取署,車両相互,134.18033611100,35.53495555560
全事故,鳥取市菖蒲,2013/11/02,大型貨物×軽貨物,軽傷事故,鳥取署,車両相互,134.20430000000,35.48890555560
全事故,鳥取市富安２丁目,2013/11/28,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.22632500000,35.49036666670
全事故,鳥取市千代水２丁目,2013/11/28,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.19631666700,35.51405277780
全事故,鳥取市西品治,2013/11/04,軽乗用×自転車,重傷事故,鳥取署,車両相互,134.22197777800,35.50403611110
全事故,鳥取市伏野,2013/11/07,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.14413611100,35.52519166670
全事故,鳥取市菖蒲,2013/10/15,普通貨物×普通乗用,軽傷事故,鳥取署,車両相互,134.20466388900,35.48764722220
全事故,鳥取市吉成,2013/11/25,軽貨物×自転車,軽傷事故,鳥取署,車両相互,134.22694722200,35.48188888890
全事故,鳥取市商栄町,2013/11/15,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.20683333300,35.51288333330
全事故,鳥取市千代水２丁目,2013/11/24,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.20060555600,35.51359722220
全事故,鳥取市富安１丁目,2013/11/06,軽乗用×軽二輪,軽傷事故,鳥取署,車両相互,134.22510555600,35.49075000000
全事故,鳥取市立川町５丁目,2013/11/04,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.24485277800,35.48778611110
全事故,鳥取市桜谷,2013/11/10,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.24504166700,35.47031388890
全事故,鳥取市西品治,2013/11/20,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21975277800,35.50486388890
全事故,鳥取市秋里,2013/11/06,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21608888900,35.52241388890
全事故,岩美郡岩美町大字浦富,2013/11/20,軽貨物×歩行者,重傷事故,鳥取署,人対車両,134.33258888900,35.58496388890
全事故,鳥取市生山,2013/07/19,原付×自転車,重傷事故,鳥取署,車両相互,134.25979722200,35.45450000000
全事故,鳥取市服部,2013/10/29,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.20791666700,35.48003888890
全事故,鳥取市晩稲,2013/10/26,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.20048888900,35.52496111110
全事故,鳥取市南吉方１丁目,2013/11/07,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.23061388900,35.48883055560
全事故,鳥取市南隈,2013/11/11,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20028055600,35.51958055560
全事故,鳥取市美萩野３丁目,2013/10/31,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.13256666700,35.52047777780
全事故,鳥取市福部町,2013/09/18,軽乗用×物件等,軽傷事故,鳥取署,車両単独,134.26718333300,35.54659166670
全事故,鳥取市湖山町西１丁目,2013/11/13,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.16385277800,35.52485277780
全事故,鳥取市古市,2013/10/27,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21738888900,35.49942777780
全事故,鳥取市安長,2013/11/12,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20189722200,35.51044444440
全事故,鳥取市江津,2013/10/29,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21194666700,35.52447083330
全事故,鳥取市的場,2013/11/02,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.23178888900,35.47314166670
全事故,鳥取市幸町,2013/10/15,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21810555600,35.49485000000
全事故,鳥取市福部町湯山,2013/09/22,軽乗用×軽貨物,軽傷事故,鳥取署,車両相互,134.25221944400,35.53683055560
全事故,鳥取市緑ヶ丘１丁目,2013/10/11,中型貨物×普通乗用,軽傷事故,鳥取署,車両相互,134.21376111100,35.50022777780
全事故,鳥取市正蓮寺,2013/10/30,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.24369166700,35.47243611110
全事故,鳥取市湖山町西１丁目,2013/11/06,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.17230000000,35.52355000000
全事故,鳥取市立川町５丁目,2013/10/28,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.24777222200,35.48524722220
全事故,鳥取市松並町１丁目,2013/11/09,普通乗用×自転車,重傷事故,鳥取署,車両相互,134.21771111100,35.51433333330
全事故,鳥取市晩稲,2013/10/27,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.20146666700,35.52249166670
全事故,岩美郡岩美町大字大谷,2013/11/07,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.29370833300,35.56652222220
全事故,鳥取市西品治,2013/10/31,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.22308027800,35.50807083330
全事故,鳥取市五反田町,2013/10/10,普通貨物×普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.20151944400,35.50704722220
全事故,鳥取市正蓮寺,2013/10/27,軽乗用×自転車,軽傷事故,鳥取署,車両相互,134.24352777800,35.47273055560
全事故,鳥取市的場,2013/08/30,普通乗用×普通乗用,重傷事故,鳥取署,車両相互,134.22650555600,35.47882500000
全事故,鳥取市天神町,2013/10/16,軽乗用×大乗用,軽傷事故,鳥取署,車両相互,134.22280555600,35.49275833330
全事故,鳥取市東品治町,2013/10/15,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.22698611100,35.49435555560
全事故,鳥取市賀露町,2013/10/19,軽乗用×原付,軽傷事故,鳥取署,車両相互,134.18807388900,35.52224194440
全事故,鳥取市江津,2013/10/09,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.21005277800,35.52584444440
全事故,鳥取市湖山町西３丁目,2013/11/02,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.15620833300,35.52736111110
全事故,鳥取市吉方温泉３丁目,2013/10/25,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.23315833300,35.49146944440
全事故,鳥取市寿町,2013/10/23,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22487500000,35.50352777780
全事故,鳥取市的場２丁目,2013/10/26,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.23162500000,35.47316388890
全事故,米子市長砂町,2013/11/14,中型貨物×大型貨物,死亡事故,高速隊,車両相互,133.35445861100,35.41669138890
全事故,西伯郡伯耆町宮原,2013/10/13,普通乗用×普通乗用×普通乗用×普通乗用×普通乗用,軽傷事故,高速隊,車両相互,133.44666805600,35.33252750000
全事故,西伯郡伯耆町宮原,2013/10/13,普通乗用×普通乗用×普通乗用,軽傷事故,高速隊,車両相互,133.44666805600,35.33252750000
全事故,鳥取市用瀬町家奥地,2013/10/07,軽乗用×物件等,軽傷事故,高速隊,車両単独,134.18252277800,35.32363472220
全事故,日野郡江府町大字宮市,2013/11/05,普通乗用×普通乗用,軽傷事故,高速隊,車両相互,133.50194500000,35.28529666670
全事故,米子市宗像,2013/11/04,中型貨物×軽貨物×中型貨物,死亡事故,高速隊,車両相互,133.34916666700,35.41515000000
全事故,米子市陰田町,2013/10/25,軽貨物×普通貨物×普通乗用×普通乗用,軽傷事故,高速隊,車両相互,133.33612777800,35.41305888890
全事故,米子市陰田町,2013/10/25,普通貨物×普通乗用×普通乗用,軽傷事故,高速隊,車両相互,133.33612777800,35.41305888890
死亡事故,米子市宗像,2013/11/04,中型貨物×軽貨物,死亡事故,高速隊,車両相互,133.34916666700,35.41515000000
死亡事故,倉吉市上米積,2013/11/04,歩行者×軽乗用,死亡事故,倉吉署,人対車両,133.76066388900,35.42570833330
死亡事故,倉吉市鴨河内,2013/11/11,軽乗用×物件等,死亡事故,倉吉署,車両単独,133.77656666700,35.38079166670
死亡事故,米子市長砂町,2013/11/14,中型貨物×大型貨物,死亡事故,高速隊,車両相互,133.35445861100,35.41669138890
自転車事故,鳥取市生山,2013/07/19,原付×自転車,車両相互,鳥取署,重傷事故,134.25979722200,35.45450000000
自転車事故,倉吉市山根,2013/09/18,軽乗用×自転車,車両相互,倉吉署,重傷事故,133.84638333300,35.44935833330
自転車事故,鳥取市江津,2013/10/09,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.21005277800,35.52584444440
自転車事故,鳥取市正蓮寺,2013/10/27,軽乗用×自転車,車両相互,鳥取署,軽傷事故,134.24352777800,35.47273055560
自転車事故,境港市上道町,2013/10/28,軽乗用×自転車,車両相互,境港署,重傷事故,133.23086833300,35.53993611110
自転車事故,米子市諏訪,2013/10/31,軽乗用×自転車,車両相互,米子署,軽傷事故,133.38026666700,35.39733611110
自転車事故,米子市新開一丁目,2013/10/31,軽乗用×自転車,車両相互,米子署,軽傷事故,133.35126666700,35.45667500000
自転車事故,鳥取市西品治,2013/11/04,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.22197777800,35.50403611110
自転車事故,鳥取市松並町１丁目,2013/11/09,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.21771111100,35.51433333330
自転車事故,境港市中野町,2013/11/15,軽貨物×自転車,車両相互,境港署,軽傷事故,133.22741111100,35.53130555560
自転車事故,鳥取市吉成,2013/11/25,軽貨物×自転車,車両相互,鳥取署,軽傷事故,134.22694722200,35.48188888890
歩行者事故,倉吉市中河原,2013/09/16,軽乗用×軽貨物,車両相互,倉吉署,重傷事故,133.79933055600,35.40793888890
歩行者事故,鳥取市吉方温泉３丁目,2013/10/25,普通乗用×歩行者,人対車両,鳥取署,重傷事故,134.23315833300,35.49146944440
歩行者事故,鳥取市晩稲,2013/10/26,軽乗用×歩行者,人対車両,鳥取署,重傷事故,134.20048888900,35.52496111110
歩行者事故,東伯郡湯梨浜町はわい長瀬,2013/10/30,普通乗用×歩行者,人対車両,倉吉署,重傷事故,133.85978055600,35.48715833330
歩行者事故,鳥取市美萩野３丁目,2013/10/31,普通乗用×歩行者,人対車両,鳥取署,重傷事故,134.13256666700,35.52047777780
歩行者事故,倉吉市上米積,2013/11/04,歩行者×軽乗用,人対車両,倉吉署,死亡事故,133.76066388900,35.42570833330
歩行者事故,八頭郡若桜町大字若桜,2013/11/06,軽貨物×歩行者,人対車両,郡家署,軽傷事故,134.39403611100,35.34657500000
歩行者事故,西伯郡南部町阿賀,2013/11/11,軽乗用×歩行者,人対車両,米子署,重傷事故,133.33103333300,35.36110833330
歩行者事故,岩美郡岩美町大字浦富,2013/11/20,軽貨物×歩行者,人対車両,鳥取署,重傷事故,134.33258888900,35.58496388890
歩行者事故,鳥取市富安２丁目,2013/11/28,普通乗用×歩行者,人対車両,鳥取署,重傷事故,134.22632500000,35.49036666670
全事故,米子市明治町,2013/11/30,大型貨物×軽乗用,軽傷事故,米子署,車両相互,133.33399166700,35.42447500000
全事故,米子市西福原六丁目,2013/11/06,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33922222200,35.44907500000
全事故,境港市竹内団地,2013/12/17,二種原×軽貨物,重傷事故,境港署,車両相互,133.25420000000,35.52007500000
全事故,米子市西福原,2013/12/02,普通乗用×自転車,軽傷事故,米子署,車両相互,133.34103611100,35.43903888890
全事故,鳥取市安長,2013/11/16,軽乗用×軽貨物,軽傷事故,鳥取署,車両相互,134.20178055600,35.51115833330
全事故,八頭郡智頭町大字慶所,2013/10/28,普通乗用×普通乗用,軽傷事故,智頭署,車両相互,134.22583666700,35.22418000000
全事故,鳥取市吉方,2013/10/31,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.23611666700,35.48901666670
全事故,西伯郡大山町押平,2013/11/20,普通乗用×中型貨物,重傷事故,八橋署,車両相互,133.47872500000,35.49109722220
全事故,米子市西福原八丁目,2013/12/17,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33900833300,35.44250000000
全事故,倉吉市西倉吉町,2013/12/02,普通乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.80457222200,35.42852777780
全事故,米子市東八幡,2013/12/03,普通乗用×歩行者,重傷事故,米子署,人対車両,133.38496111100,35.40483055560
全事故,鳥取市南吉方２丁目,2013/11/25,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.23326111100,35.48620555550
全事故,鳥取市八坂,2013/12/07,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.21446388900,35.45078055560
全事故,鳥取市湖山町東４丁目,2013/12/30,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.18921388900,35.51484444440
全事故,鳥取市行徳２丁目,2013/12/24,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21868888900,35.49902222220
全事故,鳥取市吉方温泉４丁目,2013/11/28,普通乗用×自転車,重傷事故,鳥取署,車両相互,134.23912777800,35.48723888890
