名称,発生場所,発生年月日,当事者種別,事故内容,所轄警察署,事故類型,地点経度,地点緯度
全事故,米子市両三柳,2013/02/08,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32271666700,35.44688055560
全事故,米子市両三柳,2013/03/25,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.33087777800,35.45694166670
全事故,米子市両三柳,2013/01/18,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33171944400,35.45755555560
全事故,米子市両三柳,2013/01/15,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.31298055600,35.45566388890
全事故,米子市両三柳,2013/04/16,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.31118055600,35.45962222220
全事故,米子市両三柳,2013/04/23,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.31140722200,35.45946388890
全事故,米子市両三柳,2013/03/25,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33120833300,35.45071111110
全事故,米子市両三柳,2013/01/22,中型貨物×普通乗用,重傷事故,米子署,車両相互,133.31615833300,35.45266944440
全事故,米子市和田町,2012/12/29,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.27633611100,35.48711944440
全事故,米子市糀町一丁目,2013/04/11,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33980555600,35.42831388890
全事故,米子市糀町一丁目,2013/03/11,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.33805722200,35.42767222220
全事故,米子市葭津,2013/03/13,軽乗用貨物×普通乗用,軽傷事故,米子署,車両相互,133.25472777800,35.48029638890
全事故,鳥取市安長,2013/03/31,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.21243888900,35.51297222220
全事故,鳥取市永楽温泉町,2013/04/07,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22874722200,35.49399166670
全事故,鳥取市河原町鮎ヶ丘,2013/02/18,軽乗用貨物×二種原,軽傷事故,智頭署,車両相互,134.19878055600,35.40930833330
全事故,鳥取市河原町牛戸,2013/03/14,軽乗用貨物×普通貨物,重傷事故,智頭署,車両相互,134.16402777800,35.37958888890
全事故,鳥取市河原町布袋,2013/03/18,軽乗用×軽乗用貨物,軽傷事故,智頭署,車両相互,134.20668777800,35.42445111110
全事故,鳥取市賀露町西１丁目,2013/03/24,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.18289166700,35.52573888890
全事故,鳥取市海蔵寺,2013/02/25,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.25362222200,35.44936388890
全事故,鳥取市気高町奥沢見,2013/03/24,普通乗用×中型貨物,軽傷事故,浜村署,車両相互,134.08935000000,35.52283055550
全事故,鳥取市吉成,2012/11/20,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.22008333300,35.48356944440
全事故,鳥取市湖山町北６丁目,2013/02/05,普通乗用×自転車,重傷事故,鳥取署,車両相互,134.18078055600,35.51965833330
全事故,鳥取市高住,2013/01/18,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.15920000000,35.49788055550
全事故,鳥取市小沢見,2013/03/24,普通乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.10610555600,35.52171388890
全事故,鳥取市正連寺,2013/03/05,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.24402777800,35.47293888890
全事故,鳥取市西町１丁目,2013/01/24,軽乗用貨物×普通乗用,軽傷事故,鳥取署,車両相互,134.23558333300,35.50490277780
全事故,鳥取市青谷町山根,2013/04/24,軽乗用貨物×物件等,重傷事故,浜村署,車両単独,134.01440555600,35.47885833330
全事故,鳥取市的場３丁目,2012/04/18,中型貨物×普通貨物,軽傷事故,鳥取署,車両相互,134.22900000000,35.47341944440
全事故,鳥取市田園町４丁目,2013/02/03,軽乗用×軽乗用,軽傷事故,鳥取署,車両相互,134.22205000000,35.51668611110
全事故,鳥取市湯所町１丁目,2012/12/15,軽乗用×歩行者,軽傷事故,鳥取署,人対車両,134.23424722200,35.50962222220
全事故,鳥取市冨安１丁目,2013/01/09,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.22402500000,35.49130555560
死亡事故,鳥取市徳尾,2013/01/29,普通乗用×歩行者×普通貨物,死亡事故,鳥取署,人対車両,134.19652222200,35.49775555560
死亡事故,米子市新開三丁目,2013/01/06,普通乗用×歩行者,死亡事故,米子署,人対車両,133.34996111100,35.45816944440
死亡事故,境港市昭和町,2013/01/14,軽乗用貨物×歩行者,死亡事故,境港署,人対車両,133.24586409100,35.54364703270
死亡事故,鳥取市永楽温泉町,2013/02/16,大乗用×歩行者,死亡事故,鳥取署,人対車両,134.23059165000,35.49380292800
死亡事故,鳥取市幸町,2013/03/15,軽乗用×軽二輪,死亡事故,鳥取署,車両相互,134.21756944400,35.49612500000
死亡事故,東伯郡北栄町西園,2013/04/08,普通乗用×大型貨物×普通乗用,死亡事故,倉吉署,車両相互,133.77122777800,35.49879444440
死亡事故,倉吉市上井町１丁目,2013/04/19,普通乗用×歩行者,死亡事故,倉吉署,人対車両,133.84935277800,35.45144722220
死亡事故,米子市陰田町,2013/04/24,歩行者×普通乗用,死亡事故,米子署,人対車両,133.32136944400,35.41340000000
死亡事故,境港市小篠津町,2013/04/05,軽乗用×物件等,死亡事故,境港署,車両単独,133.25444638900,35.50829444440
自転車事故,倉吉市米田町,2012/09/04,自転車×軽乗用貨物,車両相互,倉吉署,重傷事故,133.84449166700,35.42488888890
自転車事故,鳥取市南吉方３丁目,2012/09/19,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.23984444400,35.48418055560
自転車事故,鳥取市弥生町,2012/10/24,自転車×歩行者,人対車両,鳥取署,重傷事故,134.23140277800,35.49693055560
自転車事故,鳥取市永楽温泉町,2012/10/26,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22808611100,35.49403333330
自転車事故,境港市中野町,2012/10/31,軽乗用貨物×自転車,車両相互,境港署,重傷事故,133.22690000000,35.53433888890
自転車事故,米子市東町,2012/11/28,自転車×歩行者,人対車両,米子署,重傷事故,133.32955833300,35.42376388890
自転車事故,米子市諏訪,2012/12/03,軽乗用貨物×自転車,車両相互,米子署,重傷事故,133.37628888900,35.39505833330
自転車事故,鳥取市幸町,2012/12/09,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.22303888900,35.49544444440
自転車事故,東伯郡湯梨浜町大字泊,2012/12/14,普通乗用×自転車,車両相互,倉吉署,軽傷事故,133.94025833300,35.51641944440
自転車事故,米子市彦名町,2012/12/23,軽乗用×自転車,車両相互,米子署,重傷事故,133.33115000000,35.43532222220
自転車事故,西伯郡南部町北方,2012/12/24,軽乗用貨物×自転車,車両相互,米子署,重傷事故,133.32505555600,35.36104444440
自転車事故,米子市米原八丁目,2012/12/26,普通乗用×自転車,車両相互,米子署,軽傷事故,133.33473333300,35.44788611110
自転車事故,米子市上福原五丁目,2012/12/29,軽乗用×自転車,車両相互,米子署,軽傷事故,133.35153888900,35.44666388890
自転車事故,米子市新開二丁目,2012/12/29,普通乗用×自転車,車両相互,米子署,軽傷事故,133.34755833300,35.45377500000
自転車事故,米子市福市,2012/12/29,普通乗用×自転車,車両相互,米子署,重傷事故,133.36539166700,35.40662222220
自転車事故,鳥取市冨安１丁目,2013/01/09,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22402500000,35.49130555560
自転車事故,西伯郡日吉津村大字富吉,2013/01/11,普通乗用×自転車,車両相互,米子署,軽傷事故,133.37040555600,35.43627777780
自転車事故,米子市淀江町淀江,2013/01/14,中型貨物×自転車,車両相互,米子署,重傷事故,133.42800000000,35.46238333330
自転車事故,鳥取市千代水３丁目,2013/01/15,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.20208333300,35.51940833330
自転車事故,米子市角盤町四丁目,2013/01/18,軽乗用×自転車,車両相互,米子署,軽傷事故,133.32752222200,35.43683055560
自転車事故,鳥取市瓦町,2013/01/21,原付×自転車,車両相互,鳥取署,重傷事故,134.23005555600,35.49577777780
自転車事故,倉吉市巌城,2013/01/21,普通乗用×自転車,車両相互,倉吉署,重傷事故,133.83860833300,35.44184722220
自転車事故,米子市角盤町一丁目,2013/01/28,軽乗用貨物×自転車,車両相互,米子署,軽傷事故,133.33351666700,35.43270277780
自転車事故,米子市新開二丁目,2013/02/01,普通乗用×自転車,車両相互,米子署,軽傷事故,133.34871666700,35.45833611110
自転車事故,鳥取市栄町,2013/02/02,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22836388900,35.49614722220
自転車事故,鳥取市南吉方２丁目,2013/02/04,軽乗用×自転車,車両相互,鳥取署,軽傷事故,134.23483333300,35.48518888890
自転車事故,鳥取市湖山町北６丁目,2013/02/05,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.18078055600,35.51965833330
自転車事故,米子市皆生新田二丁目,2013/02/05,普通乗用×自転車,車両相互,米子署,軽傷事故,133.36582777800,35.44953888890
自転車事故,鳥取市永楽温泉町,2013/02/11,軽乗用貨物×自転車,車両相互,鳥取署,軽傷事故,134.22892777800,35.49372777780
自転車事故,鳥取市西町２丁目,2013/02/14,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.23273888900,35.50331111110
自転車事故,鳥取市吉成２丁目,2013/02/15,普通乗用×自転車,車両相互,鳥取署,重傷事故,134.22541666700,35.48505000000
自転車事故,西伯郡日吉津村大字日吉津,2013/02/19,普通乗用×自転車,車両相互,米子署,軽傷事故,133.38024166700,35.43556111110
自転車事故,鳥取市宮長,2013/02/26,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22570277800,35.47505000000
自転車事故,米子市米原五丁目,2013/02/28,普通乗用×自転車,車両相互,米子署,軽傷事故,133.32865833300,35.44492222220
自転車事故,米子市米原七丁目,2013/03/05,軽乗用×自転車,車両相互,米子署,軽傷事故,133.33082777800,35.44481111110
自転車事故,鳥取市元大工町,2013/03/06,中型乗用×自転車,車両相互,鳥取署,軽傷事故,134.23895833300,35.49630000000
自転車事故,米子市観音寺新町五丁目,2013/03/07,自転車×普通乗用,車両相互,米子署,重傷事故,133.36243611100,35.42195833330
自転車事故,米子市皆生新田１丁目,2013/03/13,普通乗用×自転車,車両相互,米子署,軽傷事故,133.36330000000,35.45151388890
自転車事故,米子市西町,2013/03/13,普通乗用×自転車,車両相互,米子署,重傷事故,133.32555833300,35.42944722220
自転車事故,鳥取市永楽温泉町,2013/03/15,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.22959444400,35.49343333330
自転車事故,米子市淀江町中間,2013/03/16,軽乗用×自転車,車両相互,米子署,重傷事故,133.40140916700,35.44418361110
自転車事故,鳥取市湖山町北２丁目,2013/03/19,軽乗用×自転車,車両相互,鳥取署,重傷事故,134.17165277800,35.52114722220
自転車事故,倉吉市西倉吉町,2013/03/23,普通乗用×自転車,車両相互,倉吉署,軽傷事故,133.80655555600,35.42661388890
自転車事故,米子市皆生五丁目,2013/03/23,軽乗用×自転車,車両相互,米子署,重傷事故,133.36098888900,35.44629722220
自転車事故,米子市明治町,2013/04/08,軽乗用貨物×自転車,車両相互,米子署,重傷事故,133.33546944400,35.42368333330
自転車事故,鳥取市今町１丁目,2013/04/09,普通乗用×自転車,車両相互,鳥取署,軽傷事故,134.22624444400,35.49828611110
自転車事故,鳥取市河原町曳田,2013/04/21,軽乗用×自転車,車両相互,智頭署,軽傷事故,134.19835750000,35.39389111110
歩行者事故,鳥取市富安１丁目,2012/10/16,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.22727500000,35.48853333330
歩行者事故,鳥取市弥生町,2012/10/24,自転車×歩行者,重傷事故,鳥取署,人対車両,134.23140277800,35.49693055560
歩行者事故,鳥取市鹿野町今市,2012/11/09,普通貨物×歩行者,軽傷事故,浜村署,人対車両,134.05601111100,35.46604444440
歩行者事故,米子市車尾三丁目,2012/11/09,普通乗用×歩行者,重傷事故,米子署,人対車両,133.35605277800,35.43277777780
歩行者事故,鳥取市吉成,2012/11/20,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.22008333300,35.48356944440
歩行者事故,米子市東町,2012/11/28,自転車×歩行者,重傷事故,米子署,人対車両,133.32955833300,35.42376388890
歩行者事故,米子市夜見町,2012/11/29,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.29698055600,35.47499166670
歩行者事故,米子市西福原八丁目,2012/11/30,軽乗用×歩行者×歩行者,重傷事故,米子署,人対車両,133.34211111100,35.44906944440
歩行者事故,鳥取市湖山町東４丁目,2012/12/15,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.19189444400,35.51708888890
歩行者事故,鳥取市湯所町１丁目,2012/12/15,軽乗用×歩行者,軽傷事故,鳥取署,人対車両,134.23424722200,35.50962222220
歩行者事故,米子市西町,2012/12/15,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.32425555600,35.43015000000
歩行者事故,鳥取市杉崎,2012/12/19,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.24881666700,35.46399722220
歩行者事故,米子市西福原一丁目,2012/12/20,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33645555600,35.43987500000
歩行者事故,鳥取市緑ヶ丘２丁目,2012/12/21,軽乗用貨物×歩行者,重傷事故,鳥取署,人対車両,134.20627500000,35.50547222220
歩行者事故,米子市淀江町西原,2012/12/21,軽乗用×歩行者,重傷事故,米子署,人対車両,133.41963333300,35.45362222220
歩行者事故,米子市明治町,2012/12/25,中型貨物×歩行者,重傷事故,米子署,人対車両,133.33558055600,35.42352222220
歩行者事故,鳥取市気高町下光元,2012/12/26,軽乗用×歩行者,重傷事故,浜村署,人対車両,134.07938888900,35.49690833330
歩行者事故,鳥取市湖山町南２丁目,2012/12/31,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.18180833300,35.51252500000
歩行者事故,東伯郡三朝町大字三朝,2013/01/04,軽乗用×歩行者,重傷事故,倉吉署,人対車両,133.89217500000,35.41186666670
歩行者事故,米子市皆生五丁目,2013/01/05,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.35787500000,35.45138611110
歩行者事故,米子市新開三丁目,2013/01/06,普通乗用×歩行者,死亡事故,米子署,人対車両,133.34996111100,35.45816944440
歩行者事故,米子市西福原,2013/01/06,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33893888900,35.43731111110
歩行者事故,米子市富益町,2013/01/10,軽乗用×歩行者,重傷事故,米子署,人対車両,133.29312500000,35.47230000000
歩行者事故,境港市昭和町,2013/01/14,軽乗用貨物×歩行者,死亡事故,境港署,人対車両,133.24585000000,35.54366944440
歩行者事故,鳥取市吉成南町２丁目,2013/01/21,軽乗用×歩行者,軽傷事故,鳥取署,人対車両,134.21768333300,35.47821666670
歩行者事故,鳥取市徳尾,2013/01/29,普通乗用×歩行者×普通貨物,死亡事故,鳥取署,人対車両,134.19652222200,35.49775555560
歩行者事故,鳥取市福部町細川,2013/02/10,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.27303333300,35.55878888890
歩行者事故,東伯郡三朝町大字三朝,2013/02/11,軽乗用×歩行者,軽傷事故,倉吉署,人対車両,133.89310000000,35.41046388890
歩行者事故,米子市冨士見町二丁目,2013/02/12,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.33436388900,35.43268055560
歩行者事故,鳥取市永楽温泉町,2013/02/16,大乗用×歩行者,死亡事故,鳥取署,人対車両,134.23059166700,35.49379166670
歩行者事故,米子市東町,2013/02/19,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.33279444400,35.42724694440
歩行者事故,米子市皆生六丁目,2013/02/21,普通乗用×歩行者,軽傷事故,米子署,人対車両,133.36090277800,35.45065277780
歩行者事故,米子市吉谷,2013/02/22,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33664166700,35.38338888890
歩行者事故,八頭郡八頭町堀越,2013/02/25,軽乗用貨物×歩行者,軽傷事故,郡家署,人対車両,134.26075555600,35.42752500000
歩行者事故,米子市角盤町三丁目,2013/03/01,普通乗用×歩行者,重傷事故,米子署,人対車両,133.33113611100,35.43533611110
歩行者事故,鳥取市湖山町北６丁目,2013/03/04,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.18292500000,35.51818888890
歩行者事故,米子市加茂町一丁目,2013/03/08,軽乗用×歩行者,重傷事故,米子署,人対車両,133.33042222200,35.42874166670
歩行者事故,倉吉市西倉吉町,2013/03/11,普通乗用×歩行者,重傷事故,倉吉署,人対車両,133.80685277800,35.42895833330
歩行者事故,境港市馬場崎町,2013/03/25,軽乗用×歩行者,軽傷事故,境港署,人対車両,133.22916388900,35.53986388890
歩行者事故,八頭郡八頭町宮谷,2013/04/10,普通乗用×歩行者,軽傷事故,郡家署,人対車両,134.25817500000,35.41410277780
歩行者事故,鳥取市新,2013/04/11,普通乗用×歩行者,軽傷事故,鳥取署,人対車両,134.23513611100,35.48094722220
歩行者事故,鳥取市浜坂８丁目,2013/04/12,軽乗用×歩行者,重傷事故,鳥取署,人対車両,134.20196083300,35.53501638890
歩行者事故,倉吉市上井町１丁目,2013/04/19,普通乗用×歩行者,死亡事故,倉吉署,人対車両,133.84935277800,35.45144722220
歩行者事故,米子市陰田町,2013/04/24,歩行者×普通乗用,死亡事故,米子署,人対車両,133.32136944400,35.41340000000
歩行者事故,西伯郡大山町富岡,2013/04/30,大型貨物×歩行者,重傷事故,高速隊,人対車両,133.44426388900,35.46605000000
全事故,日野郡日南町菅沢,2013/03/27,普通乗用,軽傷事故,黒坂署,車両単独,133.32580833300,35.22682777780
全事故,西伯郡伯耆町丸山,2013/04/18,軽二輪×相手なし,重傷事故,黒坂署,車両単独,133.45608055600,35.38920000000
全事故,西伯郡伯耆町小林,2013/05/06,普通乗用×普通乗用,軽傷事故,黒坂署,車両相互,133.50986111100,35.37648333330
全事故,境港市外江町,2013/05/04,普通乗用×普通貨物,軽傷事故,境港署,車両相互,133.20516666700,35.52841666670
全事故,境港市外江町,2013/05/08,軽乗用×普通乗用,軽傷事故,境港署,車両相互,133.21369444400,35.53750833330
全事故,境港市財ノ木町,2013/05/06,軽乗用×自転車,軽傷事故,境港署,車両相互,133.24880833300,35.50503333330
全事故,境港市竹内町,2013/05/06,普通乗用×軽乗用,軽傷事故,境港署,車両相互,133.24583055600,35.52400277780
全事故,境港市新屋町,2013/05/20,軽乗用×普通乗用,軽傷事故,境港署,車両相互,133.24626666700,35.51061666670
全事故,米子市旗ヶ崎四丁目,2013/05/04,軽乗用×自転車,重傷事故,米子署,車両相互,133.31423611100,35.43979722220
全事故,米子市蚊屋,2013/04/22,普通貨物×普通乗用,軽傷事故,米子署,車両相互,133.38333805600,35.43141388890
全事故,米子市上福原二丁目,2013/04/24,軽乗用×普通乗用,軽傷事故,米子署,車両相互,133.36084166700,35.44422777780
全事故,米子市東福原二丁目,2013/04/13,軽乗用×軽乗用貨物×普通乗用×軽乗用,重傷事故,米子署,車両相互,133.34798611100,35.43514444440
全事故,米子市旗ヶ崎一丁目,2013/04/12,中型貨物×歩行者,軽傷事故,米子署,人対車両,133.32047777800,35.43647500000
全事故,米子市東福原二丁目,2013/03/22,軽乗用×自転車,軽傷事故,米子署,車両相互,133.34871111100,35.43670555560
全事故,西伯郡日吉津村大字日吉津,2013/03/04,中型貨物×普通乗用,軽傷事故,米子署,車両相互,133.38189444400,35.44557777780
全事故,米子市米原二丁目,2013/02/26,軽乗用×自転車,軽傷事故,米子署,車両相互,133.32814444400,35.44428888890
全事故,西伯郡日吉津村大字富吉,2013/04/22,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.37930833300,35.44613055560
全事故,米子市角盤町四丁目,2013/03/25,軽乗用×軽乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.32884722200,35.43720000000
全事故,米子市旗ヶ崎一丁目,2013/04/13,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32166888900,35.43696000000
全事故,米子市和田町,2013/02/22,軽乗用貨物×自転車,軽傷事故,米子署,車両相互,133.27362222200,35.48504166670
全事故,米子市両三柳,2013/04/12,軽乗用×歩行者,軽傷事故,米子署,人対車両,133.32280555600,35.44726666670
全事故,米子市米原五丁目,2013/03/25,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.32850000000,35.44721944440
全事故,米子市万能町,2013/03/30,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.33621111100,35.42443055560
全事故,米子市東福原八丁目,2013/04/02,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34139638900,35.43863861110
全事故,米子市両三柳,2013/04/18,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33250833300,35.45304444440
全事故,米子市淀江町淀江,2013/05/10,軽乗用×自転車,軽傷事故,米子署,車両相互,133.42862694400,35.46334027780
全事故,米子市河岡,2013/04/18,軽乗用×軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.39860000000,35.40638055560
全事故,米子市東福原八丁目,2013/04/01,軽乗用貨物×軽乗用,軽傷事故,米子署,車両相互,133.34446527800,35.44807666670
全事故,米子市米原九丁目,2013/05/11,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33032500000,35.44927500000
全事故,米子市両三柳,2013/05/17,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.32177500000,35.44953333330
全事故,米子市西福原一丁目,2013/03/20,大型貨物×自転車,重傷事故,米子署,車両相互,133.34071388900,35.43916833330
全事故,米子市東福原三丁目,2013/04/08,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34334777800,35.44056000000
全事故,米子市糀町,2013/04/17,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.33799444400,35.42971666670
全事故,米子市米原四丁目,2013/04/12,軽乗用×原付,軽傷事故,米子署,車両相互,133.33474444400,35.44164722220
全事故,米子市昭和町,2013/05/01,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.34257222200,35.42626666670
全事故,米子市和田町,2013/04/18,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.27474777800,35.48779222220
全事故,西伯郡日吉津村日吉津,2013/05/05,軽乗用貨物×歩行者,軽傷事故,米子署,人対車両,133.38258611100,35.44677222220
全事故,米子市西福原六丁目,2013/05/16,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.34222527800,35.44640166670
全事故,米子市角盤町一丁目,2013/05/21,普通乗用×軽乗用,軽傷事故,米子署,車両相互,133.33557638900,35.42945972220
全事故,米子市西町,2013/05/02,普通乗用×軽乗用貨物,軽傷事故,米子署,車両相互,133.32768888900,35.43021111110
全事故,米子市皆生新田一丁目,2013/04/10,軽乗用×軽乗用,軽傷事故,米子署,車両相互,133.36431666700,35.44981111110
全事故,米子市夜見町,2013/04/04,普通乗用×普通乗用,軽傷事故,米子署,車両相互,133.29793333300,35.46455833330
全事故,西伯郡大山町西坪,2013/04/18,軽乗用×軽乗用,軽傷事故,八橋署,車両相互,133.50291944400,35.51367222220
全事故,東伯郡琴浦町大字逢束,2013/05/21,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.70104444400,35.50384166670
全事故,西伯郡大山町岡,2013/05/28,普通乗用×歩行者,重傷事故,八橋署,人対車両,133.55717777800,35.52029166670
全事故,東伯郡琴浦町大字三保,2013/05/26,普通乗用×軽乗用貨物,軽傷事故,八橋署,車両相互,133.69294166700,35.47985833330
全事故,東伯郡琴浦町大字八橋,2013/05/08,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.67765833300,35.50391111110
全事故,西伯郡大山町保田,2013/04/26,普通乗用×軽乗用,軽傷事故,八橋署,車両相互,133.43299722200,35.46992222220
全事故,東伯郡三朝町大字山田,2013/04/27,軽乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.88279166700,35.41280277780
全事故,東伯郡北栄町弓原,2013/05/04,軽乗用貨物×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.81520277800,35.49858611110
全事故,倉吉市河北町,2013/04/27,軽乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.84456388900,35.46686111110
全事故,倉吉市八幡町,2013/05/10,軽乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.81094444400,35.42237777780
全事故,倉吉市上井,2013/04/28,普通乗用×軽乗用貨物,軽傷事故,倉吉署,車両相互,133.85333055600,35.45271944440
全事故,倉吉市関金町関金宿,2013/03/20,軽乗用×軽乗用,重傷事故,倉吉署,車両相互,133.75535833300,35.36583611110
全事故,倉吉市和田,2013/04/11,中型貨物×大型貨物,重傷事故,倉吉署,車両相互,133.80990555600,35.44985555550
全事故,倉吉市上井,2013/04/20,普通乗用×普通乗用,軽傷事故,倉吉署,車両相互,133.84686388900,35.46402416670
全事故,東伯郡北栄町西園,2013/04/19,軽乗用×軽乗用貨物×普通貨物,軽傷事故,倉吉署,車両相互,133.76478333300,35.48926666670
全事故,倉吉市余戸谷町,2013/04/29,軽乗用×原付,重傷事故,倉吉署,車両相互,133.81543611100,35.42776666670
全事故,倉吉市西倉吉町,2013/05/02,軽乗用×軽乗用,軽傷事故,倉吉署,車両相互,133.80452500000,35.42848888890
全事故,鳥取市青谷町青谷,2013/05/13,軽乗用×軽乗用,重傷事故,浜村署,車両相互,134.00390555600,35.51248333330
全事故,鳥取市八束水,2013/05/10,軽二輪×普通乗用,軽傷事故,浜村署,車両相互,134.02944722200,35.51805694440
全事故,鳥取市気高町宝木,2013/05/25,普通乗用×普通乗用,軽傷事故,浜村署,車両相互,134.07639083300,35.51669055550
全事故,鳥取市気高町八束水,2013/04/16,二輪751ｃｃ以上×軽二輪,軽傷事故,浜村署,車両相互,134.02920833300,35.51813333330
全事故,八頭郡智頭町大字西宇塚,2013/04/22,普通貨物×普通貨物,重傷事故,智頭署,車両相互,134.16918694400,35.20585750000
全事故,八頭郡智頭町大字智頭,2013/03/17,軽乗用×自転車,重傷事故,智頭署,車両相互,134.22778916700,35.26447083330
全事故,八頭郡八頭町用呂,2013/04/28,軽乗用×軽乗用,軽傷事故,郡家署,車両相互,134.37833750000,35.36057666670
全事故,鳥取市古海,2013/05/13,普通貨物×普通乗用,軽傷事故,鳥取署,車両相互,134.20331111100,35.49379722220
全事故,鳥取市千代水２丁目,2013/05/03,普通乗用×普通貨物,軽傷事故,鳥取署,車両相互,134.20194472200,35.51363055560
全事故,鳥取市田島,2013/05/19,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22078055600,35.51292500000
全事故,鳥取市徳尾,2013/04/10,軽乗用×軽二輪,軽傷事故,鳥取署,車両相互,134.20229444400,35.49850833330
全事故,鳥取市行徳２丁目,2013/04/20,普通乗用×自転車,軽傷事故,鳥取署,車両相互,134.21985000000,35.49903055550
全事故,鳥取市布勢,2013/03/28,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.17474055600,35.50250305560
全事故,鳥取市天神町,2013/03/29,普通乗用×歩行者,重傷事故,鳥取署,人対車両,134.21963333300,35.49296111110
全事故,鳥取市里仁,2013/05/03,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.18979722200,35.49865555560
全事故,鳥取市浜坂,2013/04/19,普通貨物×軽乗用,軽傷事故,鳥取署,車両相互,134.22767777800,35.52346388890
全事故,鳥取市小沢見,2013/05/10,軽乗用×普通貨物,軽傷事故,鳥取署,車両相互,134.10957777800,35.52431388890
全事故,鳥取市国府町町屋,2013/05/05,軽乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.27501222200,35.47668694440
全事故,鳥取市宮長,2013/05/08,普通乗用×普通乗用,軽傷事故,鳥取署,車両相互,134.22391361100,35.47500611110
全事故,鳥取市福部町海士,2013/05/11,軽乗用貨物×軽乗用,軽傷事故,鳥取署,車両相互,134.27320833300,35.54722500000
全事故,鳥取市末広温泉町,2013/05/04,普通貨物×歩行者,軽傷事故,鳥取署,人対車両,134.23084722200,35.49485000000
全事故,鳥取市扇町,2013/05/07,普通貨物×歩行者,軽傷事故,鳥取署,人対車両,134.22468888900,35.49164722220
